statename,ccode,year,leader,leaderpos,affiliation,totalldrtrans,leadertrans,solschange,solschdum,solschange30,solsch30dum,solsminchange,solsminchdum,leaderchyr1,leaderchmo1,leaderchday1,leaderchyr2,leaderchmo2,leaderchday2,leaderchyr3,leaderchmo3,leaderchday3,leaderchyr4,leaderchmo4,leaderchday4,leaderchyr5,leaderchmo5,leaderchday5,leaderchyr6,leaderchmo6,leaderchday6,leaderchyr7,leaderchmo7,leaderchday7,solschange1,solschyr1,solschmo1,solschday1,solschange2,solschyr2,solschmo2,solschday2,solschange3,solschyr3,solschmo3,solschday3,solschange4,solschyr4,solschmo4,solschday4,solschange5,solschyr5,solschmo5,solschday5,solschange6,solschyr6,solschmo6,solschday6,solschange7,solschyr7,solschmo7,solschday7,solsminch1,solsminchyr1,solsminchmo1,solsminchday1,solsminch2,solsminchyr2,solsminchmo2,solsminchday2,solsminch3,solsminchyr3,solsminchmo3,solsminchday3,solsminch4,solsminchyr4,solsminchmo4,solsminchday4,solsminch5,solsminchyr5,solsminchmo5,solsminchday5,solsminch6,solsminchyr6,solsminchmo6,solsminchday6,solsminch7,solsminchyr7,solsminchmo7,solsminchday7,nonindep,dem,pres,parl,mixed,mil,indmil,sp,per,mon,warlord,hybrid,olig,other,regtrans,demtrans,auttrans,autend,sourcereg,sourcedemtype,sourceauttype,version
"Sri Lanka",780,1987,"Jayewardene","President","UNP",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV",5,"Not Applicable","4.0"
"Sri Lanka",780,1988,"Jayewardene","President","UNP",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV",5,"Not Applicable","4.0"
"Sri Lanka",780,1989,"Jayewardene, Premadasa","President","UNP, UNP",1,1,0,0,0,0,0,0,1989,1,2,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,1,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,1990,"Premadasa","President","UNP",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,1991,"Premadasa","President","UNP",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,1992,"Premadasa","President","UNP",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,1993,"Premadasa, Wijetunge","President","UNP, UNP",1,1,0,0,0,0,0,0,1993,5,1,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,1994,"Wijetunge, Kumaratunga","President","UNP, SLFP-PA",1,1,1,1,0,0,0,0,1994,11,12,,,,,,,,,,,,,,,,,,,1,1994,11,12,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,1995,"Kumaratunga","President","SLFP-PA",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,1996,"Kumaratunga","President","SLFP-PA",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,1997,"Kumaratunga","President","SLFP-PA",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,1998,"Kumaratunga","President","SLFP-PA",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,1999,"Kumaratunga","President","SLFP-PA",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,2000,"Kumaratunga","President","SLFP-PA",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,2001,"Kumaratunga","President","SLFP-PA",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,2002,"Kumaratunga","President","SLFP-PA",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,2003,"Kumaratunga","President","SLFP-PA",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,2004,"Kumaratunga","President","SLFP-PA",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,2005,"Kumaratunga, Rajapakse","President","SLFP-PA, SLFP-UPFA",1,1,0,0,0,0,0,0,2005,11,19,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,2006,"Rajapakse","President","SLFP-UPFA",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,2007,"Rajapakse","President","SLFP-UPFA",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Sri Lanka",780,2008,"Rajapakse","President","SLFP-UPFA",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,1,0,0,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Nepal",790,1920,"Chandra Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1921,"Chandra Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1922,"Chandra Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1923,"Chandra Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1924,"Chandra Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1925,"Chandra Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1926,"Chandra Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1927,"Chandra Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1928,"Chandra Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1929,"Chandra Rana, Bhim Rana","PM","Rana Dynasty, Rana Dynasty",1,1,0,0,0,0,0,0,1929,6,22,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1930,"Bhim Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1931,"Bhim Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1932,"Bhim Rana, Juddha Rana","PM","Rana Dynasty, Rana Dynasty",1,1,0,0,0,0,0,0,1932,9,1,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1933,"Juddha Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1934,"Juddha Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1935,"Juddha Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1936,"Juddha Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1937,"Juddha Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1938,"Juddha Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1939,"Juddha Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1940,"Juddha Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1941,"Juddha Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1942,"Juddha Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1943,"Juddha Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1944,"Juddha Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1945,"Juddha Rana, Padma Rana","PM","Rana Dynasty, Rana Dynasty",1,1,0,0,0,0,0,0,1945,11,28,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1946,"Padma Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1947,"Padma Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1948,"Padma Rana, Mohan Rana","PM","Rana Dynasty, Rana Dynasty",1,1,0,0,0,0,0,0,1948,2,9,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1949,"Mohan Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1950,"Mohan Rana","PM","Rana Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1951,"Mohan Rana, Tribhuvan","PM, King","Rana Dynasty, Shah Dynasty",1,1,1,1,0,0,0,0,1951,2,18,,,,,,,,,,,,,,,,,,,1,1951,2,18,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,1,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1952,"Tribhuvan","King","Shah Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Nepal",790,1953,"Tribhuvan","King","Shah Dynasty",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,1,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
